am_sid.x,am_cat,sciname,iucn_sid.x,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score
URM-2-3397,NA,Molgula herdmani,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3412,NA,Molgula manhattensis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3419,NA,Molgula occulta,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3420,NA,Molgula oculata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3436,NA,Molgula retortiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-656756,NA,Monocorophium acherusicum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-94526,NA,Monoculodes carinatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-657301,NA,Monoporeia affinis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-135441,NA,Muggiaea atlantica,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-97998,NA,Munidopsis curvirostra,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-98038,NA,Munidopsis serricornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-175076,NA,Munna antarctica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118754,NA,Munna fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-175103,NA,Munna globicauda,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140471,NA,Musculus costulatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140472,NA,Musculus discors,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140474,NA,Musculus niger,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140431,NA,Mya truncata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140287,NA,Myrtea spinifera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140728,NA,Mysia undata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90170,NA,Mysidopsis angusta,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90145,NA,Mysidopsis gibbosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140480,NA,Mytilus edulis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140481,NA,Mytilus galloprovincialis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118859,NA,Natatolana borealis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174813,NA,Natatolana intermedia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174815,NA,Natatolana meridionalis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-10124,NA,Nausithoe punctata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-113180,NA,Neanthes caudata,NA,NA,NA,NA,NA,NA,am,NA,NA
WBD-Eup-50,NA,Nematobrachion sexspinosum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139610,NA,Nematomenia banyulensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140048,NA,Neopycnodonte cochlear,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141447,LC,Neorossia caroli,162663,Unknown,LC,NA,NA,NA,am,0,NA
SLB-88167,NA,Nephasoma constrictum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88177,NA,Nephasoma minutum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131508,NA,Nicolea zostericola,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130467,NA,Nothria conchylega,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129898,NA,Notomastus latericeus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96148,NA,Notostomus elegans,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96149,NA,Notostomus gibbosus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420660,NA,Nucula crenulata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140590,NA,Nucula nucleus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140592,NA,Nucula sulcata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69235,NA,Nucula turgida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140579,NA,Nuculana pernula,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-736,NA,Nymphon brevirostre,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-738,NA,Nymphon brevitarse,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-748,NA,Nymphon chainae,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-785,NA,Nymphon gracile,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-788,NA,Nymphon grossipes,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-802,NA,Nymphon hirtipes,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-803,NA,Nymphon hirtum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-821,NA,Nymphon leptocheles,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-831,NA,Nymphon longitarse,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-837,NA,Nymphon macronyx,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-838,NA,Nymphon macrum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-903,NA,Nymphon rubrum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-30134,NA,Nymphon stromi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117385,NA,Obelia bidentata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117386,NA,Obelia dichotoma,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117388,NA,Obelia geniculata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2690,NA,Octacnemus ingolfi,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1826,NA,Oikopleura cophocerca,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1835,NA,Oikopleura labradoriensis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1836,NA,Oikopleura longicauda,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1837,NA,Oikopleura parva,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3321,NA,Oligotrema unigonas,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-181382,LC,Ommastrephes bartramii,163163,Unknown,LC,NA,NA,NA,am,0,NA
SLB-77640,NA,Onchidoris bilamellata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140640,NA,Onchidoris muricata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140649,DD,Onychoteuthis banksii,163375,Unknown,DD,NA,NA,NA,am,NA,NA
W-Pol-130500,NA,Ophelina acuminata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-124895,NA,Ophiomusium lymani,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-125125,NA,Ophiopholis aculeata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-125131,NA,Ophiothrix fragilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-245736,NA,Ophiura sarsi,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96145,NA,Oplophorus spinosus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-Mam-180469,DD,Orcinus orca,15421,Unknown,DD,NA,NA,NA,am,NA,NA
W-Msc-140658,NA,Ostrea edulis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-3773,NA,Owenia fusiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-98191,NA,Oxynaspis celata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134057,NA,Pachymatisma johnstonia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-261739,NA,Pagonana rostrata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96451,NA,Palaemon serratus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-97657,VU,Palinurus elephas,169975,Decreasing,VU,NA,NA,NA,am,0.4,-0.5
URM-2-1091,NA,Pallenopsis calcanea,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1123,NA,Pallenopsis longirostris,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1147,NA,Pallenopsis scoparia,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1155,NA,Pallenopsis tritonis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96971,NA,Pandalus montagui,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-433,NA,Pantopipetta longituberculata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-5204,NA,Paracyathus pulchellus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-92912,NA,Paramola cuvieri,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90304,NA,Paramysis arenosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-320,NA,Paranymphon spinosum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95733,NA,Parapenaeus longirostris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105440,NA,Parasagitta elegans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105441,NA,Parasagitta friderici,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114688,NA,Paraturbanella teissieri,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90079,NA,Parerythrops obesa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107264,NA,Paromola cuvieri,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96166,NA,Pasiphaea multidentata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96165,NA,Pasiphaea tarda,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140684,NA,Patella ulyssiponensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140712,NA,Pecten maximus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4194,NA,Pegea confoederata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-10258,NA,Pelagia noctiluca,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bra-183339,NA,Pelagodiscus atlanticus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3872,NA,Pelonaia corrugata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95759,NA,Penaeopsis serrata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117802,NA,Pennaria disticha,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oct-128517,NA,Pennatula phosphorea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140483,NA,Perna perna,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1969,NA,Phallusia mammillata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140736,NA,Pharus legumen,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88217,NA,Phascolion strombus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88218,NA,Phascolion tuberculosum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88237,NA,Phascolosoma granulatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130113,NA,Pherusa plumosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140744,NA,Philine aperta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-72781,NA,Philine finmarchica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140759,NA,Philine quadrata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-9802,NA,Philocheras trispinosus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130603,NA,Pholoe minuta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-133679,NA,Phorbas fictitius,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pho-128549,NA,Phoronis muelleri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pho-128550,NA,Phoronis ovalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pho-128552,NA,Phoronis psammophila,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1165,NA,Phoxichilidium femoratum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95442,NA,Phtisica marina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-135504,NA,Physophora hydrostatica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-148463,NA,Pilumnoides perlatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107278,NA,Pirimela denticulata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141565,NA,Placida dendritica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bra-104066,NA,Platidia anomioides,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-97037,NA,Plesionika ensis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-97020,NA,Plesionika martia,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88790,NA,Plesionika narval,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-M-171,NA,Pleurobrachia pileus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-181218,NA,Pleurobranchus areolatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117962,NA,Pliobothrus symmetricus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-138599,NA,Plocamium cartilagineum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117824,NA,Plumularia setacea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138751,NA,Pododesmus patelliformis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3928,NA,Polycarpa fibrosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3932,NA,Polycarpa gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3968,NA,Polycarpa pomaria,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3974,NA,Polycarpa pseudoalbatrossi,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3125,NA,Polyclinum aurantium,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131143,NA,Polydora cornuta,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-119308,NA,Polyplumaria flabellata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-4052,NA,Pomatoceros triqueter,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-94565,NA,Pontocrates arenarius,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141987,NA,Portlandia arctica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Prl-101160,NA,Priapulus caudatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1873,NA,Proagnesia depressa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96947,NA,Processa canaliculata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-158318,NA,Processa nouveli,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-1733,NA,Protanthea simplex,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2081,NA,Pseudodiazona abyssa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90132,NA,Pseudomma affine,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-547,NA,Pseudopallene circularis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136457,NA,Pseudoparatanais batei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105445,NA,Pseudosagitta maxima,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-820823,NA,Pseudotanais forcipatus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-23429,NA,Pseudotanais jonesi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-124147,NA,Pteraster militaris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-382378,NA,Pulsellum lobatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140893,NA,Pulsellum lofotense,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-174784,NA,Pycnogonum litorale,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-157031,LC,Pyroteuthis margaritifera,163353,Unknown,LC,NA,NA,NA,am,0,NA
URM-2-3660,NA,Pyura microcosmus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3684,NA,Pyura squamulosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3685,NA,Pyura stolonifera,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3690,NA,Pyura tessellata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111061,NA,Reptadeonella violacea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141134,NA,Retusa obtusa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2060,NA,Rhodosoma turcicum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141143,NA,Rhopalomenia aglaopheniae,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-65065,NA,Rosacea cymbiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71367,DD,Rossia macrosoma,162523,Unknown,DD,NA,NA,NA,am,NA,NA
W-Msc-156383,LC,Rossia moelleri,162617,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153083,LC,Rossia palpebrosa,162552,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-231749,NA,Ruditapes decussatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119036,NA,Saduria sabini,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-5076,NA,Sagartia elegans,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-5872,NA,Sagartia troglodytes,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-4654,NA,Sagartiogeton undatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4199,NA,Salpa fusiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4201,NA,Salpa maxima,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-195986,NA,Salvatoria clavata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-342386,DD,Sandalops melancholicus,163067,Unknown,DD,NA,NA,NA,am,NA,NA
W-Iso-258431,NA,Santia charcoti,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130980,NA,Scalibregma inflatum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-206253,NA,Scalpellum scalpellum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139490,NA,Scaphander punctostriatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90531,NA,Schistomysis spiritus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111538,NA,Schizoporella unicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141424,NA,Scrobicularia plana,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111540,NA,Scruparia chelata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-67452,NA,Scrupocellaria reptans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111249,NA,Scrupocellaria scrupea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111250,NA,Scrupocellaria scruposa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140250,NA,Scutopus ventrolineatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141444,LC,Sepia officinalis,162664,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-141450,DD,Sepietta neglecta,162610,Unknown,DD,NA,NA,NA,am,NA,NA
W-Msc-141452,DD,Sepietta oweniana,162557,Unknown,DD,NA,NA,NA,am,NA,NA
ITS-95923,NA,Sergestes atlanticus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95927,NA,Sergestes edwardsii,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-552060,NA,Sergia regalis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95948,NA,Sergia robusta,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-684695,NA,Sergia tenuiremis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105464,NA,Serratosagitta serratodentata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117906,NA,Sertularella polyzonias,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129116,NA,Siboglinum ekmani,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-95066,NA,Sidnyum turbinatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140015,NA,Siphonodentalium lobatum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-206433,NA,Siphonoecetes striatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90210,NA,Siriella armata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-98584,NA,Siriella clausi,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90228,NA,Siriella jaltensis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-90238,NA,Siriella norvegica,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89553,NA,Smilium acutum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4206,NA,Soestia zonaria,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141840,NA,Solariella obscura,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-124160,NA,Solaster endeca,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117947,NA,Solmaris corona,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117267,NA,Solmundella bitentaculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136323,NA,Sphyrapus malleolus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131183,NA,Spio filicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131188,NA,Spiophanes kroyeri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140301,NA,Spisula solida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-132407,NA,Spongia officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-22975,NA,Squilla mantis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1847,NA,Stegosoma magnum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-133974,NA,Stelletta grubii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140571,NA,Striarca lactea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ech-124321,NA,Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4043,NA,Styela chaini,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4045,NA,Styela charcoti,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4049,NA,Styela coriacea,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4058,NA,Styela loculosa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-97303,NA,Styela sigma,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4080,NA,Styela similis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4081,NA,Styela squamosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117965,NA,Stylaster gemmascens,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-285905,NA,Stylaster roseus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139048,NA,Styliola subula,NA,NA,NA,NA,NA,NA,am,NA,NA
WBD-Eup-72,NA,Stylocheiron maximum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134275,NA,Suberites carnosus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-135445,NA,Sulculeolaria biloba,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131415,NA,Syllis armillaris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-157583,NA,Syllis cornuta,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3230,NA,Synoicum pulmonaria,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96137,NA,Systellaspis braueri,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96139,NA,Systellaspis debilis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96140,NA,Systellaspis pellucida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136546,NA,Tanais dulongii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141595,NA,Tellina tenuis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131573,NA,Terebellides stroemii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bra-104055,NA,Terebratulina retusa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141607,NA,Teredo navalis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-83781,NA,Tetrastemma nigrifrons,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71461,LC,Teuthowenia megalops,163258,Unknown,LC,NA,NA,NA,am,0,NA
W-Pol-131544,NA,Thelepus setosus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4214,NA,Thetys vagina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107281,NA,Thia scutellata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141662,NA,Thyasira flexuosa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-772582,NA,Thysanocardia procera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140624,LC,Todarodes sagittatus,163189,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-140152,NA,Tonicella rubra,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-131574,NA,Trichobranchus glacialis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89727,NA,Trypetesa lampas,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111760,NA,Tubulipora liliacea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114692,NA,Turbanella cornuta,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141872,NA,Turritella communis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-478746,NA,Typhlotanais aequiremis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-820118,NA,Typhlotanais pulcher,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-478771,NA,Typhlotanais tenuicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-162819,NA,Typosyllis hyalina,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-147286,NA,Ulva clathrata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-132722,NA,Ulva intestinalis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-143238,NA,Ulva lactuca,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-93978,NA,Urothoe poseidonis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-56010,NA,Urticina crassicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141887,NA,Vampyroteuthis infernalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141936,NA,Venus verrucosa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-27940,NA,Verruca stroemia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141962,NA,Vitreledonella richardi,162988,Unknown,LC,NA,NA,NA,am,0,NA
SLB-71681,NA,Walvisteuthis virilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114563,NA,Xenotrichula intermedia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-142002,NA,Yoldiella lucida,NA,NA,NA,NA,NA,NA,am,NA,NA
